Plant_Number,height_cm,leaf_num,coverscale_1_5,notes,date,observer,exp_period,date_raw,surv
1,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
2,2.8,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
3,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
4,1.1,1,,,6_20,Audrey,weekly_sur,6/20/2018,
5,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
6,3,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
7,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
8,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
9,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
10,2.9,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
11,2.6,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
12,1.6,1,1,looks very wilted,6_20,Audrey,weekly_sur,6/20/2018,
13,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
14,1.3,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
15,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
16,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
17,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
18,2.5,1,1,1 dicot removed,6_20,Audrey,weekly_sur,6/20/2018,
19,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
20,1,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
21,0.9,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
22,2.1,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
23,1.9,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
24,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
25,3.9,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
26,3,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
27,1.2,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
28,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
29,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
30,2.1,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
31,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
32,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
33,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
34,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
35,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
36,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
37,4,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
38,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
39,3.4,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
40,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
41,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
42,2.1,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
43,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
44,1.6,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
45,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
46,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
47,1.31,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
48,0.6,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
49,2.4,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
50,1.7,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
51,0.6,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
52,0.9,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
53,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
54,0.9,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
55,1.5,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
56,1.1,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
57,0.9,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
58,4,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
59,3.6,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
60,0.4,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
61,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
62,1.5,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
63,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
64,0.7,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
65,0.8,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
66,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
67,1.1,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
68,3.5,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
69,2.7,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
70,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
71,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
72,3.9,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
73,1.1,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
74,0.3,1,3,,6_20,Audrey,weekly_sur,6/20/2018,
75,0.9,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
76,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
77,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
78,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
79,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
80,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
81,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
82,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
83,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
84,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
85,2.5,1,1,,6_20,Audrey,weekly_sur,6/20/2018,
86,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
87,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
88,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
89,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
90,0,,,,6_20,Audrey,weekly_sur,6/20/2018,
91,7.6,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
92,6.5,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
93,8.3,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
94,5,2,4,Looks dried up,6_20,Audrey,weekly_sur,6/20/2018,
95,7,2,3,Looks dried up,6_20,Audrey,weekly_sur,6/20/2018,
96,4.1,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
97,9.2,2,3,2 grass and 1 dicot removed,6_20,Audrey,weekly_sur,6/20/2018,
98,4.6,2,1,2 grass removed,6_20,Audrey,weekly_sur,6/20/2018,
99,2.5,3,3,,6_20,Audrey,weekly_sur,6/20/2018,
100,2.7,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
101,4.3,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
102,6.3,2,1,1 dicot removed,6_20,Audrey,weekly_sur,6/20/2018,
103,5.5,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
104,2.9,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
105,4.8,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
106,3.4,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
107,5,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
108,6.5,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
109,4.8,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
110,7.8,2,2,,6_20,Audrey,weekly_sur,6/20/2018,
111,7,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
112,4.1,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
113,7.6,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
114,2.1,3,3,,6_20,Audrey,weekly_sur,6/20/2018,
115,5.4,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
116,2,2,4,,6_20,Audrey,weekly_sur,6/20/2018,
117,7,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
118,6.9,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
119,7.5,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
120,6.5,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
121,7.6,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
122,4,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
123,6.5,2,4,,6_20,Audrey,weekly_sur,6/20/2018,
124,10.5,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
125,7.4,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
126,2.1,1,2,,6_20,Audrey,weekly_sur,6/20/2018,
127,8,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
128,7.1,2,2,,6_20,Audrey,weekly_sur,6/20/2018,
129,8.8,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
130,6.3,2,3,,6_20,Audrey,weekly_sur,6/20/2018,
131,3.5,2,2,,6_20,Audrey,weekly_sur,6/20/2018,
132,8.4,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
133,8.1,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
134,7.5,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
135,6.5,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
136,4,2,1,1 dicot removed,6_20,Audrey,weekly_sur,6/20/2018,
137,5.7,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
138,4.6,2,2,,6_20,Audrey,weekly_sur,6/20/2018,
139,4.6,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
140,3.8,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
141,7,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
142,5.1,2,1,1 dicot removed,6_20,Audrey,weekly_sur,6/20/2018,
143,3.4,3,2,,6_20,Audrey,weekly_sur,6/20/2018,
144,4.4,3,3,,6_20,Audrey,weekly_sur,6/20/2018,
145,5.5,2,1,2 other grasses removed,6_20,Audrey,weekly_sur,6/20/2018,
146,6.5,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
147,3.5,2,1,1 dicot removed,6_20,Audrey,weekly_sur,6/20/2018,
148,5.9,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
149,5.2,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
150,3.6,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
151,5.2,2,1,1 dicot and 1 grass removed,6_20,Audrey,weekly_sur,6/20/2018,
152,7,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
153,2,1,1,Looks dried out,6_20,Audrey,weekly_sur,6/20/2018,
154,6.7,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
155,6.2,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
156,7,2,1,1 dicot removed,6_20,Audrey,weekly_sur,6/20/2018,
157,9,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
158,6,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
159,7.5,2,3,1 dicot removed,6_20,Audrey,weekly_sur,6/20/2018,
160,5.1,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
161,7,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
162,5.3,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
163,8.6,2,1,Looks wilted,6_20,Audrey,weekly_sur,6/20/2018,
164,5.6,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
165,7.6,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
166,4.6,3,2,,6_20,Audrey,weekly_sur,6/20/2018,
167,6.6,3,3,,6_20,Audrey,weekly_sur,6/20/2018,
168,5,2,1,Looks slightly wilted,6_20,Audrey,weekly_sur,6/20/2018,
169,8.8,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
170,9.2,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
171,7.9,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
172,7.2,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
173,5,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
174,7.1,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
175,6.1,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
176,10.1,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
177,5.5,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
178,6.5,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
179,7.3,2,1,,6_20,Audrey,weekly_sur,6/20/2018,
180,7.7,3,1,,6_20,Audrey,weekly_sur,6/20/2018,
1,,,,,6_27,Audrey,weekly_sur,6/27/2018,
2,3.5,2,2,,6_27,Audrey,weekly_sur,6/27/2018,
3,,,,,6_27,Audrey,weekly_sur,6/27/2018,
4,1.3,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
5,,,,,6_27,Audrey,weekly_sur,6/27/2018,
6,3.6,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
7,,,,,6_27,Audrey,weekly_sur,6/27/2018,
8,,,,,6_27,Audrey,weekly_sur,6/27/2018,
9,,,,,6_27,Audrey,weekly_sur,6/27/2018,
10,3.3,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
11,3.9,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
12,,,,,6_27,Audrey,weekly_sur,6/27/2018,
13,,,,,6_27,Audrey,weekly_sur,6/27/2018,
14,2.5,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
15,,,,,6_27,Audrey,weekly_sur,6/27/2018,
16,,,,,6_27,Audrey,weekly_sur,6/27/2018,
17,,,,,6_27,Audrey,weekly_sur,6/27/2018,
18,3,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
19,,,,,6_27,Audrey,weekly_sur,6/27/2018,
20,1.5,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
21,1.4,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
22,3.1,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
23,3.6,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
24,,,,,6_27,Audrey,weekly_sur,6/27/2018,
25,6.1,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
26,3.7,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
27,3,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
28,,,,,6_27,Audrey,weekly_sur,6/27/2018,
29,,,,,6_27,Audrey,weekly_sur,6/27/2018,
30,2.6,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
31,,,,,6_27,Audrey,weekly_sur,6/27/2018,
32,,,,,6_27,Audrey,weekly_sur,6/27/2018,
33,,,,,6_27,Audrey,weekly_sur,6/27/2018,
34,,,,,6_27,Audrey,weekly_sur,6/27/2018,
35,,,,,6_27,Audrey,weekly_sur,6/27/2018,
36,,,,,6_27,Audrey,weekly_sur,6/27/2018,
37,,,,,6_27,Audrey,weekly_sur,6/27/2018,
38,,,,,6_27,Audrey,weekly_sur,6/27/2018,
39,9.8,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
40,,,,,6_27,Audrey,weekly_sur,6/27/2018,
41,,,,,6_27,Audrey,weekly_sur,6/27/2018,
42,5.3,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
43,,,,,6_27,Audrey,weekly_sur,6/27/2018,
44,3.9,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
45,,,,,6_27,Audrey,weekly_sur,6/27/2018,
46,,,,,6_27,Audrey,weekly_sur,6/27/2018,
47,4,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
48,,,,,6_27,Audrey,weekly_sur,6/27/2018,
49,2.6,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
50,5,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
51,1.5,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
52,4,4,1,,6_27,Audrey,weekly_sur,6/27/2018,
53,2.3,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
54,3,4,1,,6_27,Audrey,weekly_sur,6/27/2018,
55,4.4,4,1,,6_27,Audrey,weekly_sur,6/27/2018,
56,3.1,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
57,4,4,1,,6_27,Audrey,weekly_sur,6/27/2018,
58,4.8,2,1,harvested seedling,6_27,Audrey,weekly_sur,6/27/2018,
59,10.4,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
60,,,,,6_27,Audrey,weekly_sur,6/27/2018,
61,,,,,6_27,Audrey,weekly_sur,6/27/2018,
62,3.1,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
63,,,,,6_27,Audrey,weekly_sur,6/27/2018,
64,1.6,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
65,2.7,3,1,removed another plant,6_27,Audrey,weekly_sur,6/27/2018,
66,,,,,6_27,Audrey,weekly_sur,6/27/2018,
67,2.1,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
68,5.8,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
69,6,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
70,,,,,6_27,Audrey,weekly_sur,6/27/2018,
71,,,,,6_27,Audrey,weekly_sur,6/27/2018,
72,6.5,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
73,3.5,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
74,,,,removed 1 dicot,6_27,Audrey,weekly_sur,6/27/2018,
75,3,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
76,,,,,6_27,Audrey,weekly_sur,6/27/2018,
77,,,,,6_27,Audrey,weekly_sur,6/27/2018,
78,,,,,6_27,Audrey,weekly_sur,6/27/2018,
79,,,,,6_27,Audrey,weekly_sur,6/27/2018,
80,,,,,6_27,Audrey,weekly_sur,6/27/2018,
81,,,,,6_27,Audrey,weekly_sur,6/27/2018,
82,,,,,6_27,Audrey,weekly_sur,6/27/2018,
83,,,,,6_27,Audrey,weekly_sur,6/27/2018,
84,3.7,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
85,7.6,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
86,2.5,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
87,,,,,6_27,Audrey,weekly_sur,6/27/2018,
88,,,,,6_27,Audrey,weekly_sur,6/27/2018,
89,,,,,6_27,Audrey,weekly_sur,6/27/2018,
90,,,,,6_27,Audrey,weekly_sur,6/27/2018,
91,7.1,2,5,,6_27,Audrey,weekly_sur,6/27/2018,
92,6.9,3,3,,6_27,Audrey,weekly_sur,6/27/2018,
93,8.5,2,3,,6_27,Audrey,weekly_sur,6/27/2018,
94,6,3,5,dead,6_27,Audrey,weekly_sur,6/27/2018,
95,7.3,2,5,dead,6_27,Audrey,weekly_sur,6/27/2018,
96,4,2,3,,6_27,Audrey,weekly_sur,6/27/2018,
97,9.5,3,4,,6_27,Audrey,weekly_sur,6/27/2018,
98,7.1,2,1,yellowing,6_27,Audrey,weekly_sur,6/27/2018,
99,2,3,4,,6_27,Audrey,weekly_sur,6/27/2018,
100,4.8,2,1,yellowing,6_27,Audrey,weekly_sur,6/27/2018,
101,5.7,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
102,7.9,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
103,5.6,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
104,6,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
105,6.6,2,1,looks yellow,6_27,Audrey,weekly_sur,6/27/2018,
106,2.3,2,4,,6_27,Audrey,weekly_sur,6/27/2018,
107,8.5,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
108,8.2,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
109,6.4,2,2,,6_27,Audrey,weekly_sur,6/27/2018,
110,7.6,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
111,8.7,2,2,removed another plant (looks like switchgrass),6_27,Audrey,weekly_sur,6/27/2018,
112,7,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
113,9,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
114,5.5,3,3,,6_27,Audrey,weekly_sur,6/27/2018,
115,6.4,3,1,yellowing,6_27,Audrey,weekly_sur,6/27/2018,
116,1.4,1,4,basically dead,6_27,Audrey,weekly_sur,6/27/2018,
117,6.5,3,3,,6_27,Audrey,weekly_sur,6/27/2018,
118,10.1,3,1,yellowing,6_27,Audrey,weekly_sur,6/27/2018,
119,7.6,2,5,dead,6_27,Audrey,weekly_sur,6/27/2018,
120,8.7,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
121,10.1,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
122,3.6,2,3,,6_27,Audrey,weekly_sur,6/27/2018,
123,6.1,2,5,dead,6_27,Audrey,weekly_sur,6/27/2018,
124,14,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
125,8.4,3,1,leaves beginning  to curl,6_27,Audrey,weekly_sur,6/27/2018,
126,2.5,1,5,,6_27,Audrey,weekly_sur,6/27/2018,
127,9.2,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
128,8.2,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
129,10,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
130,6.9,3,3,,6_27,Audrey,weekly_sur,6/27/2018,
131,4.2,2,4,very shriveled,6_27,Audrey,weekly_sur,6/27/2018,
132,8.9,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
133,8.3,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
134,8.1,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
135,9.5,3,1,"may be 2 plants, too close to remove",6_27,Audrey,weekly_sur,6/27/2018,
136,6.5,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
137,8.7,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
138,4.5,2,4,,6_27,Audrey,weekly_sur,6/27/2018,
139,7.5,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
140,5,2,3,,6_27,Audrey,weekly_sur,6/27/2018,
141,10.5,2,1,removed plant- not dicot,6_27,Audrey,weekly_sur,6/27/2018,
142,7,2,1,yellowing,6_27,Audrey,weekly_sur,6/27/2018,
143,5.9,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
144,4.5,4,2,,6_27,Audrey,weekly_sur,6/27/2018,
145,5.8,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
146,8.1,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
147,6.7,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
148,7.6,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
149,6.2,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
150,8,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
151,5,2,4,almost dead,6_27,Audrey,weekly_sur,6/27/2018,
152,8.8,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
153,1.5,1,1,,6_27,Audrey,weekly_sur,6/27/2018,
154,7.8,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
155,10.3,2,1,,6_27,Audrey,weekly_sur,6/27/2018,
156,9.5,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
157,10.1,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
158,10.5,2,1,yellowing,6_27,Audrey,weekly_sur,6/27/2018,
159,9.3,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
160,6.5,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
161,7.8,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
162,7,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
163,8.5,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
164,6.7,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
165,8.7,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
166,10.2,4,1,,6_27,Audrey,weekly_sur,6/27/2018,
167,15.3,4,2,,6_27,Audrey,weekly_sur,6/27/2018,
168,11.6,4,2,,6_27,Audrey,weekly_sur,6/27/2018,
169,19.4,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
170,15.7,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
171,19.9,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
172,14.2,4,1,may be 2 plants,6_27,Audrey,weekly_sur,6/27/2018,
173,11.6,4,1,may be 2 plants,6_27,Audrey,weekly_sur,6/27/2018,
174,15.9,3,1,may be 2 plants,6_27,Audrey,weekly_sur,6/27/2018,
175,15.5,4,1,,6_27,Audrey,weekly_sur,6/27/2018,
176,20.4,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
177,10.4,4,1,might  be 2 plants (or more),6_27,Audrey,weekly_sur,6/27/2018,
178,12,3,2,,6_27,Audrey,weekly_sur,6/27/2018,
179,11.2,3,1,,6_27,Audrey,weekly_sur,6/27/2018,
180,19.3,4,1,,6_27,Audrey,weekly_sur,6/27/2018,
1,,,,,7_5,Audrey,weekly_sur,7/5/2018,
2,5.4,2,2,,7_5,Audrey,weekly_sur,7/5/2018,
3,,,,,7_5,Audrey,weekly_sur,7/5/2018,
4,1.8,2,1,,7_5,Audrey,weekly_sur,7/5/2018,
5,,,,,7_5,Audrey,weekly_sur,7/5/2018,
6,3.7,2,1,,7_5,Audrey,weekly_sur,7/5/2018,
7,,,,nothing,7_5,Audrey,weekly_sur,7/5/2018,
8,,,,nothing,7_5,Audrey,weekly_sur,7/5/2018,
