Plant_Number,date,Rdate,survival,Transplant_height_cm,Transplant_leaf,volunteer_dicot,volunteer_grass,,,,,,
91,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
92,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
93,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
94,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
95,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
96,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
97,6_16,2018-06-16,0,8.3,1,0,0,,,,,,
98,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
99,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
100,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
101,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
102,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
103,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
104,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
105,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
106,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
107,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
108,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
109,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
110,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
111,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
112,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
113,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
114,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
115,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
116,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
117,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
118,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
119,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
120,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
121,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
122,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
123,6_16,2018-06-16,0,6,1,0,0,,,,,,
124,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
125,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
126,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
127,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
128,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
129,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
130,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
131,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
132,6_16,2018-06-16,0,7.5,1,0,0,,,,,,
133,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
134,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
135,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
136,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
137,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
138,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
139,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
140,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
141,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
142,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
143,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
144,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
145,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
146,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
147,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
148,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
149,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
150,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
151,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
152,6_16,2018-06-16,0,6.1,1,0,0,,,,,,
153,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
154,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
155,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
156,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
157,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
158,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
159,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
160,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
161,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
162,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
163,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
164,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
165,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
166,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
167,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
168,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
169,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
170,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
171,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
172,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
173,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
174,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
175,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
176,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
177,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
178,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
179,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
180,6_16,2018-06-16,1,NA,NA,0,0,,,,,,
91,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
92,6_18,2018-06-18,1,NA,NA,1,0,,,,,,
93,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
94,6_18,2018-06-18,0,6.4,2,0,0,,,,,,
95,6_18,2018-06-18,0,7.5,2,0,0,,,,,,
96,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
97,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
98,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
99,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
100,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
101,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
102,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
103,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
104,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
105,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
106,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
107,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
108,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
109,6_18,2018-06-18,1,NA,NA,3,0,,,,,,
110,6_18,2018-06-18,1,NA,NA,1,0,,,,,,
111,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
112,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
113,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
114,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
115,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
116,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
117,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
118,6_18,2018-06-18,1,NA,NA,1,0,,,,,,
119,6_18,2018-06-18,1,NA,NA,1,0,,,,,,
120,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
121,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
122,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
123,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
124,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
125,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
126,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
127,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
128,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
129,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
130,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
131,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
132,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
133,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
134,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
135,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
136,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
137,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
138,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
139,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
140,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
141,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
142,6_18,2018-06-18,1,NA,NA,1,0,,,,,,
143,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
144,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
145,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
146,6_18,2018-06-18,1,NA,NA,1,0,,,,,,
147,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
148,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
149,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
150,6_18,2018-06-18,1,NA,NA,1,0,,,,,,
151,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
152,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
153,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
154,6_18,2018-06-18,1,NA,NA,1,0,,,,,,
155,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
156,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
157,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
158,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
159,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
160,6_18,2018-06-18,1,NA,NA,1,0,,,,,,
161,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
162,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
163,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
164,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
165,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
166,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
167,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
168,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
169,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
170,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
171,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
172,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
173,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
174,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
175,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
176,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
177,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
178,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
179,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
180,6_18,2018-06-18,1,NA,NA,0,0,,,,,,
91,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
92,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
93,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
94,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
95,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
96,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
97,6_20,2018-06-20,1,NA,NA,1,2,,,,,,
98,6_20,2018-06-20,1,NA,NA,0,2,,,,,,
99,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
100,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
101,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
102,6_20,2018-06-20,1,NA,NA,1,0,,,,,,
103,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
104,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
105,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
106,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
107,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
108,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
109,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
110,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
111,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
112,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
113,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
114,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
115,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
116,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
117,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
118,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
119,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
120,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
121,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
122,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
123,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
124,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
125,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
126,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
127,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
128,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
129,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
130,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
131,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
132,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
133,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
134,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
135,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
136,6_20,2018-06-20,1,NA,NA,1,0,,,,,,
137,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
138,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
139,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
140,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
141,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
142,6_20,2018-06-20,1,NA,NA,1,0,,,,,,
143,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
144,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
145,6_20,2018-06-20,1,NA,NA,0,1,,,,,,
146,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
147,6_20,2018-06-20,1,NA,NA,1,0,,,,,,
148,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
149,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
150,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
151,6_20,2018-06-20,1,NA,NA,1,1,,,,,,
152,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
153,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
154,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
155,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
156,6_20,2018-06-20,1,NA,NA,1,0,,,,,,
157,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
158,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
159,6_20,2018-06-20,1,NA,NA,1,0,,,,,,
160,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
161,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
162,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
163,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
164,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
165,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
166,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
167,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
168,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
169,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
170,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
171,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
172,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
173,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
174,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
175,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
176,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
177,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
178,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
179,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
180,6_20,2018-06-20,1,NA,NA,0,0,,,,,,
91,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
92,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
93,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
94,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
95,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
96,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
97,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
98,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
99,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
100,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
101,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
102,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
103,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
104,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
105,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
106,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
107,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
108,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
109,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
110,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
111,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
112,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
113,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
114,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
115,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
116,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
117,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
118,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
119,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
120,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
121,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
122,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
123,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
124,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
125,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
126,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
127,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
128,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
129,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
130,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
131,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
132,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
133,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
134,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
135,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
136,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
137,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
138,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
139,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
140,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
141,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
142,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
143,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
144,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
145,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
146,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
147,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
148,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
149,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
150,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
151,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
152,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
153,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
154,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
155,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
156,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
157,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
158,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
159,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
160,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
161,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
162,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
163,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
164,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
165,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
166,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
167,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
168,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
169,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
170,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
171,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
172,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
173,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
174,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
175,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
176,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
177,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
