Plant_Number,date,Rdate,survival,Transplant_height_cm,Transplant_leaf,volunteer_dicot,volunteer_grass,,,,,,
178,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
179,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
180,6_21,2018-06-21,1,NA,NA,0,0,,,,,,
91,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
92,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
93,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
94,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
95,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
96,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
97,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
98,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
99,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
100,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
101,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
102,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
103,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
104,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
105,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
106,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
107,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
108,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
109,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
110,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
111,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
112,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
113,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
114,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
115,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
116,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
117,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
118,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
119,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
120,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
121,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
122,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
123,6_22,2018-06-22,0,NA,NA,0,0,,,,,,
124,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
125,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
126,6_22,2018-06-22,0,NA,NA,0,0,,,,,,
127,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
128,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
129,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
130,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
131,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
132,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
133,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
134,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
135,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
136,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
137,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
138,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
139,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
140,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
141,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
142,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
143,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
144,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
145,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
146,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
147,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
148,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
149,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
150,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
151,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
152,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
153,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
154,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
155,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
156,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
157,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
158,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
159,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
160,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
161,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
162,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
163,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
164,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
165,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
166,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
167,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
168,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
169,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
170,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
171,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
172,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
173,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
174,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
175,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
176,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
177,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
178,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
179,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
180,6_22,2018-06-22,1,NA,NA,0,0,,,,,,
91,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
92,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
93,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
94,6_23,2018-06-23,0,NA,NA,0,0,,,,,,
95,6_23,2018-06-23,0,NA,NA,0,0,,,,,,
96,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
97,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
98,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
99,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
100,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
101,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
102,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
103,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
104,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
105,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
106,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
107,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
108,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
109,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
110,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
111,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
112,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
113,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
114,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
115,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
116,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
117,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
118,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
119,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
120,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
121,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
122,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
123,6_23,2018-06-23,0,NA,NA,0,0,,,,,,
124,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
125,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
126,6_23,2018-06-23,0,NA,NA,0,0,,,,,,
127,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
128,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
129,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
130,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
131,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
132,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
133,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
134,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
135,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
136,6_23,2018-06-23,1,NA,NA,1,0,,,,,,
137,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
138,6_23,2018-06-23,1,NA,NA,1,0,,,,,,
139,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
140,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
141,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
142,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
143,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
144,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
145,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
146,6_23,2018-06-23,1,NA,NA,1,0,,,,,,
147,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
148,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
149,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
150,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
151,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
152,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
153,6_23,2018-06-23,1,NA,NA,1,0,,,,,,
154,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
155,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
156,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
157,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
158,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
159,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
160,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
161,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
162,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
163,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
164,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
165,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
166,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
167,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
168,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
169,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
170,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
171,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
172,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
173,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
174,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
175,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
176,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
177,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
178,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
179,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
180,6_23,2018-06-23,1,NA,NA,0,0,,,,,,
91,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
92,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
93,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
94,6_24,2018-06-24,0,NA,NA,0,0,,,,,,
95,6_24,2018-06-24,0,NA,NA,0,0,,,,,,
96,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
97,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
98,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
99,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
100,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
101,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
102,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
103,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
104,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
105,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
106,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
107,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
108,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
109,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
110,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
111,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
112,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
113,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
114,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
115,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
116,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
117,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
118,6_24,2018-06-24,1,NA,NA,0,1,,,,,,
119,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
120,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
121,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
122,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
123,6_24,2018-06-24,0,NA,NA,0,0,,,,,,
124,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
125,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
126,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
127,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
128,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
129,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
130,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
131,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
132,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
133,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
134,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
135,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
136,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
137,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
138,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
139,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
140,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
141,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
142,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
143,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
144,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
145,6_24,2018-06-24,1,NA,NA,1,0,,,,,,
146,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
147,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
148,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
149,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
150,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
151,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
152,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
153,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
154,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
155,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
156,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
157,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
158,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
159,6_24,2018-06-24,1,NA,NA,0,1,,,,,,
160,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
161,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
162,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
163,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
164,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
165,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
166,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
167,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
168,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
169,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
170,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
171,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
172,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
173,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
174,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
175,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
176,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
177,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
178,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
179,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
180,6_24,2018-06-24,1,NA,NA,0,0,,,,,,
91,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
92,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
93,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
94,6_25,2018-06-25,0,NA,NA,0,0,,,,,,
95,6_25,2018-06-25,0,NA,NA,0,0,,,,,,
96,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
97,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
98,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
99,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
100,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
101,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
102,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
103,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
104,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
105,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
106,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
107,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
108,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
109,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
110,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
111,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
112,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
113,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
114,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
115,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
116,6_25,2018-06-25,0,NA,NA,0,0,,,,,,
117,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
118,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
119,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
120,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
121,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
122,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
123,6_25,2018-06-25,0,NA,NA,0,0,,,,,,
124,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
125,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
126,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
127,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
128,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
129,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
130,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
131,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
132,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
133,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
134,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
135,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
136,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
137,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
138,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
139,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
140,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
141,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
142,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
143,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
144,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
145,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
146,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
147,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
148,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
149,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
150,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
151,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
152,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
153,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
154,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
155,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
156,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
157,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
158,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
159,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
160,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
161,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
162,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
163,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
164,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
165,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
166,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
167,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
168,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
169,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
170,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
171,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
172,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
173,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
174,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
175,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
176,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
177,6_25,2018-06-25,1,NA,NA,0,0,,,,,,
