"","MERDSSG100","MERDSSG103","MERDSSG109","MERDSSG10","MERDSSG112","MERDSSG115","MERDSSG118","MERDSSG124","MERDSSG127","MERDSSG130","MERDSSG133","MERDSSG139","MERDSSG142","MERDSSG145","MERDSSG148","MERDSSG14","MERDSSG154","MERDSSG157","MERDSSG160","MERDSSG163","MERDSSG169","MERDSSG172","MERDSSG175","MERDSSG178","MERDSSG20","MERDSSG23","MERDSSG25","MERDSSG30","MERDSSG37","MERDSSG39","MERDSSG44","MERDSSG49","MERDSSG4","MERDSSG52","MERDSSG55","MERDSSG58","MERDSSG64","MERDSSG67","MERDSSG6","MERDSSG72","MERDSSG73","MERDSSG79","MERDSSG84","MERDSSG85","MERDSSG89","MERDSSG94","MERDSSG97"
"MERDSSG178",0.370064308345379,0.354314845880856,0.308776581175584,0.403660562885596,0.345897033817334,0.390461643222009,0.361575304528406,0.190667905201682,0.217178045726349,0.238726346375473,0.169772598032827,0.379899497614876,0.381981172653959,0.308449471474022,0.343378522453072,0.367122956086821,0.330546363226515,0.275773953915151,0.330950104203633,0.325131427125469,0.191690998608334,0.174591600787646,0.251433961706726,0,0.344431982336143,0.355497377323911,0.36079439046314,0.332123859740485,0.253203747976121,0.247505884893752,0.256357493896378,0.358154505712259,0.386505660057359,0.317244330865406,0.36508152192723,0.350499353230719,0.333550288930609,0.285146093865163,0.343508286841014,0.283137233872031,0.280752185800031,0.153855889833591,0.228401680652722,0.216281883690916,0.317329405741345,0.345083219314906,0.328870056705371
"MERDSSG20",0.11957585835427,0.137234575696944,0.108648665829996,0.195742615698562,0.0816577937738632,0.181561295380192,0.14606116130336,0.333622215627453,0.331312901094949,0.344486709772203,0.350659043492622,0.178584446028886,0.175996466808502,0.150874266734234,0.148858848996947,0.132381213832066,0.168167808646063,0.17091102559442,0.157367212853741,0.154908084581108,0.324295823564759,0.322710969577984,0.345041865908728,0.344431982336143,0,0.132052625990884,0.176309888328795,0.112308244459508,0.295256023264176,0.30830689185572,0.324004044662711,0.164641125198101,0.155626521597861,0.168567356573992,0.145138440910016,0.166566215138777,0.136738198143922,0.174316789356686,0.11298665336738,0.212861810429823,0.168138006976775,0.325896629725719,0.31227669391819,0.284234135458226,0.354608300193447,0.142528650741022,0.145180404489835
"MERDSSG23",0.188969102499072,0.18940314808684,0.171131445470342,0.277359254492036,0.130656658078176,0.264840364394199,0.218445793976303,0.3121551742137,0.304478857723909,0.320765466710097,0.335593906277147,0.254330169702613,0.256071814781088,0.152202434169537,0.192761108355942,0.202494648060036,0.210373283197917,0.170775821022863,0.191192239550467,0.19418705761248,0.320158123233874,0.305738923953299,0.360133417230602,0.355497377323911,0.132052625990884,0,0.111848512742742,0.172265811526097,0.334998890798016,0.310634218211582,0.315195894891057,0.222360014571376,0.239099259477322,0.225922162394578,0.21561917156646,0.221849501523331,0.201463513719415,0.162640957455299,0.16970374458872,0.177592539282078,0.182126648163574,0.332410728638049,0.303229350328552,0.30902238694462,0.321681539393808,0.0924670577360034,0.125369291393026
"MERDSSG25",0.225984170025016,0.209622617510473,0.205933468780582,0.325782806384788,0.160017083278933,0.302842395135398,0.25445653023782,0.302276413619969,0.293587831145387,0.30813731302698,0.329669363391723,0.292214196365464,0.295166303301291,0.150539259034016,0.216829210201573,0.228192561474849,0.246006769788805,0.183925786945975,0.191746394960692,0.227034434409811,0.316132752899514,0.305850305581509,0.364958319134289,0.36079439046314,0.176309888328795,0.111848512742742,0,0.201474998078707,0.339471138195503,0.312044322929282,0.305409275767888,0.262200319862049,0.284413120949742,0.252953411442585,0.247055205897054,0.254992037279991,0.237574183325149,0.180204682209482,0.208336548308525,0.158322795695839,0.201199772048609,0.33595491046644,0.304146531427045,0.311502938263736,0.311770854366327,0.108593812534504,0.116921449917498
"MERDSSG30",0.10332854409466,0.0940975226308721,0.0937589294634423,0.175696331185088,0.111402789778008,0.145755172957933,0.107770057661461,0.313792825992567,0.313918654097493,0.322884748824942,0.320162587287999,0.164637994825771,0.176488827046305,0.146565705470132,0.117372969131591,0.0964348174900194,0.153470291153872,0.152342263228381,0.134710742659112,0.124593599680282,0.300527848594467,0.293260051789799,0.315382898983276,0.332123859740485,0.112308244459508,0.172265811526097,0.201474998078707,0,0.273265984840918,0.30283738694888,0.320990705772559,0.121157112317123,0.139925020048031,0.130599946143602,0.120337041405969,0.133417182653336,0.125145770962817,0.161770540550767,0.111188553973191,0.199590180488336,0.148868271132463,0.312540938417718,0.301848337456203,0.259935530834917,0.346929422383922,0.15971588790559,0.160538486049025
"MERDSSG37",0.305822018162672,0.299747300785528,0.263223277280637,0.348028886175428,0.311821993874662,0.331328241525198,0.309949537103488,0.207135513774786,0.230799324760802,0.236504835554581,0.227619887524192,0.346311046203276,0.34858480993106,0.296755474678329,0.315120440820841,0.296834401018328,0.316361779847207,0.285100774784796,0.311825126403879,0.301175414819574,0.26386257832238,0.24536023881894,0.271567109180258,0.253203747976121,0.295256023264176,0.334998890798016,0.339471138195503,0.273265984840918,0,0.149615076962612,0.164672548615665,0.316187424485086,0.319930208135948,0.282015315001721,0.313338522545777,0.313629583691563,0.295207724841245,0.295167253043193,0.288906006012871,0.299024812007315,0.282200676198911,0.202701194810638,0.219404495963868,0.204954543598769,0.301475215069211,0.316377191925943,0.301297928923381
"MERDSSG39",0.338169788106849,0.329571908595079,0.284165242048614,0.392390356201029,0.319690665957215,0.375986206849753,0.340720078400821,0.165455887715706,0.1713255919005,0.186174614284557,0.185558009463749,0.376209611374374,0.376321090003227,0.283140979993721,0.330084286803386,0.332084094574558,0.341805591050398,0.277961319303068,0.326545105706731,0.318055534913022,0.246465600359559,0.206449587611865,0.283464740125428,0.247505884893752,0.30830689185572,0.310634218211582,0.312044322929282,0.30283738694888,0.149615076962612,0,0.117734727786413,0.351787368109422,0.359608211060914,0.315834618466787,0.344142464966137,0.342051389473165,0.319467950923482,0.284125849817613,0.312039063857443,0.261851917536632,0.284156972603066,0.182220513433459,0.189759323105934,0.215538296331745,0.253555040020373,0.29045679778336,0.2880272416468
"MERDSSG44",0.357663506070365,0.350473279754069,0.302546731843361,0.407259401279256,0.334592343678885,0.389639116735106,0.357605406047344,0.144741135479422,0.14283428902605,0.143022510365779,0.178849013140559,0.388772272315001,0.388423263692877,0.295817778643261,0.345871196227264,0.350975754164128,0.349387486540124,0.283875146138002,0.336745831589366,0.328855912970939,0.240902272685594,0.20403113151264,0.28882679337891,0.256357493896378,0.324004044662711,0.315195894891057,0.305409275767888,0.320990705772559,0.164672548615665,0.117734727786413,0,0.362418517266744,0.378822894772334,0.323706144640847,0.361880459684087,0.353655232619295,0.339049743810101,0.28517401771465,0.329953477223345,0.257015537835797,0.287620086308468,0.174199777791206,0.178172837670715,0.228935115178073,0.213044498094281,0.301451166621951,0.293721451945686
"MERDSSG49",0.135451836549295,0.140891538514799,0.139266856780206,0.147130332432337,0.162969095007404,0.133876450430129,0.112870086860282,0.357426057399391,0.369249878575211,0.365733667123239,0.352441880070636,0.128703486753595,0.135978479606509,0.188610681725612,0.136741997959909,0.134891846045256,0.146148455652597,0.197013039692111,0.149205631497299,0.130546268196182,0.309294509602563,0.315440521796232,0.321384098390984,0.358154505712259,0.164641125198101,0.222360014571376,0.262200319862049,0.121157112317123,0.316187424485086,0.351787368109422,0.362418517266744,0,0.127620988455548,0.122138990471986,0.11968673626527,0.11722019235646,0.127632129731625,0.197308374760834,0.136552366031656,0.241328976362648,0.167420595363869,0.340777400428585,0.337887006481192,0.291811836106636,0.39195133182834,0.219613967006136,0.217925229197371
"MERDSSG4",0.142199044724332,0.138243070256394,0.156145520806754,0.0886729296366278,0.165202575743224,0.0841026183598893,0.0973424066163397,0.384683699434075,0.395080896405357,0.396010432240437,0.399460333086065,0.117476511523745,0.121435749346316,0.216522624061183,0.151344237681401,0.119840458890402,0.166363600463296,0.230539852782544,0.178116108101289,0.154670548287634,0.368124463359933,0.365602363439429,0.370682066241261,0.386505660057359,0.155626521597861,0.239099259477322,0.284413120949742,0.139925020048031,0.319930208135948,0.359608211060914,0.378822894772334,0.127620988455548,0,0.15377976933132,0.125172622572377,0.142968996586649,0.142717479423632,0.231443621867291,0.148945421946851,0.275851293866896,0.207052183306891,0.367820870467401,0.362343324239319,0.328581463222597,0.412878087917173,0.235405058945222,0.239753572902552
"MERDSSG52",0.172086634114874,0.150696049038795,0.136646081036798,0.172463300463058,0.159217840151135,0.156109044511626,0.128530135781582,0.311313447594893,0.328380250939195,0.327069285297918,0.321756708400645,0.144394274270235,0.138021520671723,0.181890758684229,0.135565068605209,0.153683536724514,0.126199087153077,0.174014253198202,0.13760693452694,0.113416662294502,0.285754733471411,0.286371836839481,0.301428022910999,0.317244330865406,0.168567356573992,0.225922162394578,0.252953411442585,0.130599946143602,0.282015315001721,0.315834618466787,0.323706144640847,0.122138990471986,0.15377976933132,0,0.132926935842369,0.124878232951935,0.102149000602661,0.193410259407994,0.149365553211497,0.241143985731194,0.172035328027386,0.301116311847991,0.290312011526818,0.267225933442959,0.379438243380379,0.209902135999366,0.199173891987556
"MERDSSG55",0.140160108222106,0.147722920116296,0.141794608067506,0.144357000933818,0.148194913119674,0.127416647064739,0.0973944246627281,0.358799022973025,0.366313929920846,0.372919061435359,0.372002413984467,0.136355716639394,0.138003617970126,0.171429666996874,0.135875942925685,0.130911339951797,0.161039587100297,0.191975223569326,0.143918609209337,0.131446354227835,0.338843540967671,0.342432583326001,0.346378064251592,0.36508152192723,0.145138440910016,0.21561917156646,0.247055205897054,0.120337041405969,0.313338522545777,0.344142464966137,0.361880459684087,0.11968673626527,0.125172622572377,0.132926935842369,0,0.133985367335712,0.111564893716963,0.195172255463392,0.128913030075776,0.240772223626891,0.181069896564357,0.344322855856315,0.346450556150524,0.303361471990065,0.391892059284841,0.202601799282394,0.204872697200431
"MERDSSG58",0.174851175166599,0.133285608379362,0.151930226835253,0.17406050234139,0.161464167055044,0.151086633822253,0.116496161280382,0.347423439339288,0.358007378343686,0.356817065027852,0.360484396191437,0.128181602545042,0.141279521965409,0.187798254127918,0.106509452265899,0.139906866358144,0.144831566070984,0.182519050581596,0.13791647440899,0.10319211361583,0.328924813117421,0.331987169343098,0.342815345140807,0.350499353230719,0.166566215138777,0.221849501523331,0.254992037279991,0.133417182653336,0.313629583691563,0.342051389473165,0.353655232619295,0.11722019235646,0.142968996586649,0.124878232951935,0.133985367335712,0,0.120377999598165,0.191870185697658,0.138609617473224,0.238058221013999,0.159487053221583,0.335607915883269,0.325616217212229,0.296881910491292,0.381412706732754,0.211331264933109,0.213969217313763
"MERDSSG64",0.15830347611285,0.140770995301741,0.121824665345744,0.169937669542485,0.141732249907402,0.161192940286101,0.12327829983946,0.334861674232839,0.339913628101525,0.344324550414522,0.34593026405882,0.129127594480375,0.12270024036228,0.151190815601552,0.114157242301843,0.148691360027557,0.105854325049651,0.165027249973442,0.115072972104076,0.104904160939673,0.307960984602766,0.307069345634067,0.321404803357937,0.333550288930609,0.136738198143922,0.201463513719415,0.237574183325149,0.125145770962817,0.295207724841245,0.319467950923482,0.339049743810101,0.127632129731625,0.142717479423632,0.102149000602661,0.111564893716963,0.120377999598165,0,0.175099317857675,0.135017857670376,0.220442987130785,0.155678743302495,0.317913038692947,0.302306090594673,0.276013589900394,0.362693992472389,0.194007030325672,0.187708780372351
"MERDSSG67",0.199382877888552,0.18440803337555,0.143098264847816,0.269071588327281,0.156825045474415,0.247907946005707,0.2002111695665,0.254908842444465,0.250622160976432,0.257972731110715,0.276144988695419,0.233321519699088,0.241579697237996,0.105592548252814,0.174575604576655,0.201928952884641,0.172121088003862,0.0887967895781968,0.161196228539413,0.168655809349135,0.242249106187744,0.2310410181296,0.312935849284078,0.285146093865163,0.174316789356686,0.162640957455299,0.180204682209482,0.161770540550767,0.295167253043193,0.284125849817613,0.28517401771465,0.197308374760834,0.231443621867291,0.193410259407994,0.195172255463392,0.191870185697658,0.175099317857675,0,0.178116176803104,0.108396601105172,0.0858263853375511,0.276401237861765,0.241567392804337,0.241860532070017,0.27761149131388,0.15753216162476,0.141209596905647
"MERDSSG6",0.134107580584495,0.137139726023504,0.126233892013424,0.181403926549095,0.125689898155217,0.174905005824033,0.130626888622058,0.331601285869838,0.332949263934698,0.340891472430461,0.345426579917547,0.169832747894579,0.173113939263352,0.157992537256104,0.133015646583965,0.111783156317583,0.161130451845232,0.171408576613079,0.147416066467587,0.142374326688824,0.32008630719168,0.313753349137389,0.333233358732145,0.343508286841014,0.11298665336738,0.16970374458872,0.208336548308525,0.111188553973191,0.288906006012871,0.312039063857443,0.329953477223345,0.136552366031656,0.148945421946851,0.149365553211497,0.128913030075776,0.138609617473224,0.135017857670376,0.178116176803104,0,0.22111322218682,0.166988968335668,0.319397181385386,0.316992951241133,0.278272417139338,0.370400582573484,0.160874967378592,0.171164174233464
"MERDSSG72",0.236716699638702,0.216234807285189,0.183325577413937,0.314382118274858,0.201541659181403,0.293202226484542,0.244610484360502,0.229424755556828,0.216907113339436,0.222210605350959,0.253852011270084,0.280958431489991,0.286413162245538,0.139939475508574,0.218806961929838,0.235176621349022,0.223498526459064,0.134546793105298,0.199450047037231,0.214656782240894,0.236348578728767,0.212641485855726,0.323800254400333,0.283137233872031,0.212861810429823,0.177592539282078,0.158322795695839,0.199590180488336,0.299024812007315,0.261851917536632,0.257015537835797,0.241328976362648,0.275851293866896,0.241143985731194,0.240772223626891,0.238058221013999,0.220442987130785,0.108396601105172,0.22111322218682,0,0.12182384421953,0.270295718090582,0.216246750039597,0.2543323807825,0.23464550103952,0.171180659028485,0.149038761442181
"MERDSSG73",0.196230285687941,0.158760844284875,0.132486906573849,0.242507598335527,0.154724548744983,0.219626430110422,0.183402103314732,0.263364892062645,0.265231023858451,0.260596747321354,0.278668050895905,0.207846598693044,0.214990154432117,0.113647427500062,0.154913930589758,0.178594627131281,0.164593282675248,0.107568124396585,0.145047839892335,0.146732246227122,0.246044796589738,0.238405433036929,0.308196315775193,0.280752185800031,0.168138006976775,0.182126648163574,0.201199772048609,0.148868271132463,0.282200676198911,0.284156972603066,0.287620086308468,0.167420595363869,0.207052183306891,0.172035328027386,0.181069896564357,0.159487053221583,0.155678743302495,0.0858263853375511,0.166988968335668,0.12182384421953,0,0.269447789479272,0.243921259669273,0.237263445108943,0.279081055564307,0.1741243946935,0.161337961513976
"MERDSSG79",0.350145420531986,0.335521466135949,0.295583603046367,0.385677958073122,0.326587219190989,0.372331089251019,0.343125307319663,0.161060629148989,0.209916740877544,0.216016465747757,0.169825070740322,0.363989268828196,0.367803013062944,0.290473295450777,0.329067973562021,0.342223623449924,0.321591035827923,0.266573368094205,0.319922983718647,0.314103004931266,0.199260431593064,0.172843061830927,0.252334065246266,0.153855889833591,0.325896629725719,0.332410728638049,0.33595491046644,0.312540938417718,0.202701194810638,0.182220513433459,0.174199777791206,0.340777400428585,0.367820870467401,0.301116311847991,0.344322855856315,0.335607915883269,0.317913038692947,0.276401237861765,0.319397181385386,0.270295718090582,0.269447789479272,0,0.191820735798449,0.189689388899732,0.277413578441005,0.320049066997903,0.303660999921349
"MERDSSG84",0.341874682436108,0.32371262819004,0.275880565723229,0.390274954004055,0.315017418666702,0.374311141530684,0.339937079519549,0.182673555800075,0.168605075245437,0.160389905692594,0.201517272331122,0.361674873095953,0.367760127182048,0.261356612761898,0.319204262140768,0.333545429980214,0.312023787163871,0.241923728727664,0.30672657887012,0.300538258178295,0.204883517560209,0.165934881319602,0.269804720761767,0.228401680652722,0.31227669391819,0.303229350328552,0.304146531427045,0.301848337456203,0.219404495963868,0.189759323105934,0.178172837670715,0.337887006481192,0.362343324239319,0.290312011526818,0.346450556150524,0.325616217212229,0.302306090594673,0.241567392804337,0.316992951241133,0.216246750039597,0.243921259669273,0.191820735798449,0,0.192436222866691,0.181652689864306,0.289817258433022,0.27209120716895
"MERDSSG85",0.294554586127638,0.2908793541695,0.240388431480444,0.352398773810221,0.295378808510685,0.332248663013091,0.303867525689806,0.21922801830357,0.225340817429765,0.220337245673167,0.227814151700424,0.332716224512626,0.334531615092199,0.261442948775975,0.295801192156335,0.290809703476016,0.2739068088524,0.230963669264661,0.287089389489659,0.278400421735419,0.186089760638501,0.171939163252248,0.238273925695338,0.216281883690916,0.284234135458226,0.30902238694462,0.311502938263736,0.259935530834917,0.204954543598769,0.215538296331745,0.228935115178073,0.291811836106636,0.328581463222597,0.267225933442959,0.303361471990065,0.296881910491292,0.276013589900394,0.241860532070017,0.278272417139338,0.2543323807825,0.237263445108943,0.189689388899732,0.192436222866691,0,0.267427206051276,0.294683851817539,0.276158022232251
"MERDSSG89",0.390329425414509,0.371452985056138,0.328427522469637,0.443492288358188,0.353117314311271,0.422042212307072,0.386406031797596,0.233860945976666,0.20183392287986,0.160136306954909,0.267752538162128,0.413574758153352,0.416256549920371,0.301506027064138,0.359801904189862,0.383910875673968,0.371250210883705,0.292380764207291,0.349039889228204,0.355083133049013,0.282836768044739,0.249574115242271,0.36744820421544,0.317329405741345,0.354608300193447,0.321681539393808,0.311770854366327,0.346929422383922,0.301475215069211,0.253555040020373,0.213044498094281,0.39195133182834,0.412878087917173,0.379438243380379,0.391892059284841,0.381412706732754,0.362693992472389,0.27761149131388,0.370400582573484,0.23464550103952,0.279081055564307,0.277413578441005,0.181652689864306,0.267427206051276,0,0.312256867938465,0.310788813161592
"MERDSSG94",0.190767047931319,0.17984957296471,0.159508798830156,0.277451823423137,0.119161042774775,0.254969775773963,0.204378783641451,0.297473123471958,0.296949163604595,0.30708544209116,0.321666084305909,0.248385544603116,0.247322870583401,0.13353115070836,0.173732963465836,0.18247666121983,0.213484098964781,0.159013826476859,0.175235418045345,0.187011411716605,0.309517701350147,0.293743480502647,0.349784518141543,0.345083219314906,0.142528650741022,0.0924670577360034,0.108593812534504,0.15971588790559,0.316377191925943,0.29045679778336,0.301451166621951,0.219613967006136,0.235405058945222,0.209902135999366,0.202601799282394,0.211331264933109,0.194007030325672,0.15753216162476,0.160874967378592,0.171180659028485,0.1741243946935,0.320049066997903,0.289817258433022,0.294683851817539,0.312256867938465,0,0.10131895173475
"MERDSSG97",0.185603628655153,0.18468032630746,0.142054992239432,0.281005335622144,0.128469628554134,0.256478381561173,0.213999393927175,0.279446820494729,0.277333460540829,0.289040614545804,0.299237295731142,0.25229864031689,0.252418370830082,0.120829181812578,0.195698973068272,0.188768539839794,0.200833591233648,0.141903162238406,0.176300024758146,0.192620240404731,0.278930687728944,0.26885004065354,0.327500301306583,0.328870056705371,0.145180404489835,0.125369291393026,0.116921449917498,0.160538486049025,0.301297928923381,0.2880272416468,0.293721451945686,0.217925229197371,0.239753572902552,0.199173891987556,0.204872697200431,0.213969217313763,0.187708780372351,0.141209596905647,0.171164174233464,0.149038761442181,0.161337961513976,0.303660999921349,0.27209120716895,0.276158022232251,0.310788813161592,0.10131895173475,0
